message,custom,label_class,idiom,sentences_clean
"Delivery exception,Refused by recipient",No,exception,English,"Delivery exception, refused by recipient"
"Delivery exception,Rerouted to revised delivery address",No,transit,English,"Delivery exception, rerouted to revised delivery address"
"Delivery exception,Retrieved shipment",No,exception,English,"Delivery exception, retrieved shipment"
"Delivery exception,Unable to hold at location for recipient pickup",No,exception,English,"Delivery exception, unable to hold at location for recipient pickup"
Delivery failure,No,exception,English,Delivery failure
"Delivery failure,,",No,exception,English,"Delivery failure,"
"Delivery failure,2nd Delivery Scheduled",No,exception,English,"Delivery failure, 2nd delivery scheduled"
"Delivery failure,Addressee cannot be located",No,exception,English,"Delivery failure, addressee cannot be located"
"Delivery failure,Addressee cannot be located, Addressee advised to pick up the item",No,exception,English,"Delivery failure, addressee cannot be located, addressee advised to pick up the item"
"Delivery failure,Addressee cannot be located, Home delivery",No,exception,English,"Delivery failure, addressee cannot be located, home delivery"
"Delivery failure,Addressee has p.o.box, Addressee advised to pick up the item",No,exception,English,"Delivery failure, addressee has p.O.Box, addressee advised to pick up the item"
"Delivery failure,Addressee moved",No,exception,English,"Delivery failure, addressee moved"
"Delivery failure,Addressee moved, Addressee contacted - awaiting reply ALGECIRAS  .A 82",No,exception,English,"Delivery failure, addressee moved, addressee contacted, awaiting reply algeciras."
"Delivery failure,Addressee moved, Addressee contacted - awaiting reply Non-defined location",No,exception,English,"Delivery failure, addressee moved, addressee contacted, awaiting reply non defined location"
"Delivery failure,Addressee not at address indicated; Addressee's office close",No,exception,English,"Delivery failure, addressee not at address indicated addressee's office close"
"Delivery failure,Addressee not at address indicated; Addressee's office close, Addressee contacted - awaiting reply AJUDA (LISBOA)",No,exception,English,"Delivery failure, addressee not at address indicated addressee's office close, addressee contacted, awaiting reply ajuda lisboa"
"Delivery failure,Addressee not at address indicated; Addressee's office close, Addressee contacted - awaiting reply CALOUSTE GULBENKIAN (FUNCHAL)",No,exception,English,"Delivery failure, addressee not at address indicated addressee's office close, addressee contacted, awaiting reply calouste gulbenkian funchal"
"Delivery failure,Addressee not at address indicated; Addressee's office close, Addressee contacted - awaiting reply ERMESINDE",No,exception,English,"Delivery failure, addressee not at address indicated addressee's office close, addressee contacted, awaiting reply ermesinde"
"Delivery failure,Addressee not at address indicated; Addressee's office close, Holding for notification or recipient",No,exception,English,"Delivery failure, addressee not at address indicated addressee's office close, holding for notification or recipient"
"Delivery failure,Addressee not at address indicated; Addressee's office close, Was out for delivery - attempt today",No,exception,English,"Delivery failure, addressee not at address indicated addressee's office close, was out for delivery, attempt today"
"Delivery failure,Addressee request own pick-up, Holding for notification or recipient",No,pickup,English,"Delivery failure, addressee request own pick up, holding for notification or recipient"
"Delivery failure,Force majeure - item not delivered",No,exception,English,"Delivery failure, force majeure, item not delivered"
"Delivery failure,Incomplete shipping",No,exception,English,"Delivery failure, incomplete shipping"
"Delivery failure,Incorrect Address",No,exception,English,"Delivery failure, incorrect address"
"Delivery failure,Incorrect Address, Holding for notification or recipient",No,exception,English,"Delivery failure, incorrect address, holding for notification or recipient"
"Delivery failure,Incorrect Address, Item forwarded/redirected",No,exception,English,"Delivery failure, incorrect address, item forwarded redirected"
"Delivery failure,Incorrect Address, Returned to sender",No,exception,English,"Delivery failure, incorrect address, returned to sender"
"Delivery failure,Item lost",No,exception,English,"Delivery failure, item lost"
"Delivery failure,Item lost, Sent to unclaimed postal items",No,exception,English,"Delivery failure, item lost, sent to unclaimed postal items"
"Delivery failure,Item refused by addressee",No,exception,English,"Delivery failure, item refused by addressee"
"Delivery failure,Item refused by addressee, Returned to sender",No,exception,English,"Delivery failure, item refused by addressee, returned to sender"
"Delivery failure,Item without home or office distribution, Addressee advised to pick up the item",No,exception,English,"Delivery failure, item without home or office distribution, addressee advised to pick up the item"
"Delivery failure,Item wrongly directed",No,exception,English,"Delivery failure, item wrongly directed"
"Delivery failure,Item wrongly directed, Item forwarded/redirected",No,exception,English,"Delivery failure, item wrongly directed, item forwarded redirected"
"Delivery failure,Local holiday",No,exception,English,"Delivery failure, local holiday"
"Delivery failure,Others, Was out for delivery - attempt today",No,exception,English,"Delivery failure, others, was out for delivery, attempt today"
"Delivery failure,Reexpedition request, Item forwarded/redirected",No,exception,English,"Delivery failure, reexpedition request, item forwarded redirected"
"Delivery failure,Unclaimed, Addressee contacted - awaiting reply ALICANTE  .V 31",No,exception,English,"Delivery failure, unclaimed, addressee contacted, awaiting reply alicante."
"Delivery failure,Unclaimed, Returned to sender",No,exception,English,"Delivery failure, unclaimed, returned to sender"
"Delivery has been dispatched from change of destination office,The package has left the import office of the destination country and is being transported for delivery",No,transit,English,"Delivery has been dispatched from change of destination office, the package has left the import office of the destination country and is being transported for delivery"
Delivery has been rescheduled due to  holiday closures. / Delivery will be rescheduled.,No,exception,English,Delivery has been rescheduled due to holiday closures. Delivery will be rescheduled.
Delivery has been rescheduled due to  holiday closures. / Your delivery has been rescheduled for the next business day.,No,exception,English,Delivery has been rescheduled due to holiday closures. Your delivery has been rescheduled for the next business day.
Delivery has been rescheduled due to holiday closures.,No,exception,English,Delivery has been rescheduled due to holiday closures.
Delivery in progress (DBAKD),No,transit,English,Delivery in progress dbakd
Delivery may be delayed due to an incomplete address. We are working to update the address.,No,exception,English,Delivery may be delayed due to an incomplete address. We are working to update the address.
Delivery may be delayed due to extreme weather conditions,No,exception,English,Delivery may be delayed due to extreme weather conditions
Delivery option request cancelled ,No,exception,English,Delivery option request cancelled
Delivery option requested ,No,transit,English,Delivery option requested
Delivery option requested Hold at FedEx Facility request received - Check back later for shipment status,No,transit,English,"Delivery option requested hold at fedex facility request received, check back later for shipment status"
Delivery option requested Hold at FedEx Office request received - Check back later for shipment status,No,transit,English,"Delivery option requested hold at fedex office request received, check back later for shipment status"
Delivery option requested Hold at FedEx OnSite request received - Check back later for shipment status,No,transit,English,"Delivery option requested hold at fedex onsite request received, check back later for shipment status"
"Delivery option requested,Hold at FedEx Facility request received - Check back later for shipment status",No,transit,English,"Delivery option requested, hold at fedex facility request received, check back later for shipment status"
"Delivery option requested,Hold at FedEx Office request received - Check back later for shipment status",No,transit,English,"Delivery option requested, hold at fedex office request received, check back later for shipment status"
"Delivery option requested,Hold at FedEx OnSite request received - Check back later for shipment status",No,transit,English,"Delivery option requested, hold at fedex onsite request received, check back later for shipment status"
Delivery success,No,delivered,English,Delivery success
Delivery to dispatcher,No,transit,English,Delivery to dispatcher
"Delivery to the destination international office,The package has arrived in the destination country.",No,transit,English,"Delivery to the destination international office, the package has arrived in the destination country."
Delivery will be delayed by one business day.,No,exception,English,Delivery will be delayed by one business day.
Departed Facility in  ZURICH - SWITZERLAND,No,transit,English,"Departed facility in zurich, switzerland"
Departed FedEx location ,No,transit,English,Departed fedex location
Departure from transit station,No,transit,English,Departure from transit station
DEPARTURE SCAN,No,transit,English,Departure scan
Destination Scan,No,transit,English,Destination scan
Devolution,No,exception,English,Devolution
Directions to the address are required to complete delivery. We are attempting to update this information. / We've left a message for the receiver to contact us.,No,exception,English,Directions to the address are required to complete delivery. We are attempting to update this information. We have left message for the receiver to contact us.
"Dispatch from the point of origin international office,The package has left the country of origin.",No,transit,English,"Dispatch from the point of origin international office, the package has left the country of origin."
DISPATCH LOADED (--&gt; IRAKLEIO SORTING CENTER),No,transit,English,Dispatch loaded irakleio sorting center
DISPATCH LOADED (--&gt; K.M.D. KIFISIAS),No,transit,English,Dispatch loaded k.M.D. Kifisias
DISPATCH LOADED (--&gt; M.D. AGIAS PARASKEVIS),No,transit,English,Dispatch loaded m.D. Agias paraskevis
Documentation and shipment don't match. Recovery actions underway,No,exception,English,Documentation and shipment do not match. Recovery actions underway
Documentation for personal belongings is missing and is required from the receiver.,No,exception,English,Documentation for personal belongings is missing and is required from the receiver.
Documentation for personal belongings is missing and is required from the receiver. / This package was abandoned by both the sender and receiver.,No,exception,English,Documentation for personal belongings is missing and is required from the receiver. This package was abandoned by both the sender and receiver.
Documentation required for import is incomplete or missing. We are working to obtain this information.,No,exception,English,Documentation required for import is incomplete or missing. We are working to obtain this information.
Documentation required for import is incomplete or missing. We are working to obtain this information. / The package will be returned to the sender.,No,exception,English,Documentation required for import is incomplete or missing. We are working to obtain this information. The package will be returned to the sender.
Documentation required for import is incomplete or missing. We are working to obtain this information. / This package was abandoned by both the sender and receiver.,No,exception,English,Documentation required for import is incomplete or missing. We are working to obtain this information. This package was abandoned by both the sender and receiver.
Documentation required for import is incomplete or missing. We are working to obtain this information. / We're unable to contact the receiver.,No,exception,English,Documentation required for import is incomplete or missing. We are working to obtain this information. We are unable to contact the receiver.
Documentation required for import is incomplete or missing. We are working to obtain this information. / We&#39;ll contact the sender or receiver about this delivery.,No,exception,English,Documentation required for import is incomplete or missing. We are working to obtain this information. We will contact the sender or receiver about this delivery.
Domestic Dispatch,No,transit,English,Domestic dispatch
"Due to a price discrepancy, the receiver has refused to pay the charges.",No,exception,English,"Due to price discrepancy, the receiver has refused to pay the charges."
"Due to commodity or weight, your package is being held to verify value.",No,exception,English,"Due to commodity or weight, your package is being held to verify value."
"Due to commodity or weight, your package is being held to verify value. / Brokerage released the package. It will be processed through a clearing agency before final release to UPS.",No,transit,English,"Due to commodity or weight, your package is being held to verify value. Brokerage released the package. It will be processed through clearing agency before final release to ups."
"Due to commodity or weight, your package is being held to verify value. / We'll contact the sender or receiver about this delivery.",No,exception,English,"Due to commodity or weight, your package is being held to verify value. We will contact the sender or receiver about this delivery."
"Due to commodity or weight, your package is being held to verify value. / Your package was released by the clearing agency.",No,transit,English,"Due to commodity or weight, your package is being held to verify value. Your package was released by the clearing agency."
"Due to operating conditions, your package may be delayed.",No,exception,English,"Due to operating conditions, your package may be delayed."
"Due to operating conditions, your package may be delayed. / Delivery will be rescheduled.",No,exception,English,"Due to operating conditions, your package may be delayed. Delivery will be rescheduled."
"Due to operating conditions, your package may be delayed. / The package will be forwarded to a UPS facility in the destination city.",No,exception,English,"Due to operating conditions, your package may be delayed. The package will be forwarded to ups facility in the destination city."
Duties or taxes are due on this package.,No,exception,English,Duties or taxes are due on this package.
Export documentation is incomplete or missing. We are working to obtain this information.,No,exception,English,Export documentation is incomplete or missing. We are working to obtain this information.
Export documentation is incomplete or missing. We are working to obtain this information. / The information requested has been obtained and the hold has been resolved.,No,transit,English,Export documentation is incomplete or missing. We are working to obtain this information. The information requested has been obtained and the hold has been resolved.
Export documentation is incomplete or missing. We are working to obtain this information. / The package will be returned to the sender.,No,exception,English,Export documentation is incomplete or missing. We are working to obtain this information. The package will be returned to the sender.
Export documentation is incomplete or missing. We are working to obtain this information. / Your package was released by the clearing agency.,No,transit,English,Export documentation is incomplete or missing. We are working to obtain this information. Your package was released by the clearing agency.
Export documentation is missing and is required for clearance. We are working to obtain this information.,No,exception,English,Export documentation is missing and is required for clearance. We are working to obtain this information.
Export documentation is missing and is required for clearance. We are working to obtain this information. / Your package was released by the clearing agency.,No,transit,English,Export documentation is missing and is required for clearance. We are working to obtain this information. Your package was released by the clearing agency.
Export license documentation is missing and is required for clearance. We are working to obtain this information.,No,exception,English,Export license documentation is missing and is required for clearance. We are working to obtain this information.
Final delivery ,No,out for delivery,English,Final delivery
"Final Delivery Attempted, The receiver was not available at the time of the final delivery attempt.",No,exception,English,"Final delivery attempted, the receiver was not available at the time of the final delivery attempt."
"Final Delivery Attempted, The receiver was not available at the time of the final delivery attempt. / The package will be returned to the sender.",No,exception,English,"Final delivery attempted, the receiver was not available at the time of the final delivery attempt. The package will be returned to the sender."
"Final Delivery Attempted, The receiver was not available at the time of the final delivery attempt. / We&#39;ll contact the sender or receiver about this delivery.",No,exception,English,"Final delivery attempted, the receiver was not available at the time of the final delivery attempt. We will contact the sender or receiver about this delivery."
"Final Delivery Attempted, The receiving business was closed at the time of the final delivery attempt. / The package will be returned to the sender.",No,exception,English,"Final delivery attempted, the receiving business was closed at the time of the final delivery attempt. The package will be returned to the sender."
"Final Delivery Attempted, We were unable to deliver the package on our final attempt. We are returning this package to the sender.",No,exception,English,"Final delivery attempted, we were unable to deliver the package on our final attempt. We are returning this package to the sender."
Formal customs clearance required,No,exception,English,Formal customs clearance required
Forwarded for delivery,No,transit,English,Forwarded for delivery
Held awaiting correct address. We're doing our best to resolve this and will contact the sender if necessary.,No,exception,English,Held awaiting correct address. We are doing our best to resolve this and will contact the sender if necessary.
Held awaiting correct address. We're doing our best to resolve this and will contact the sender/receiver if necessary .,No,exception,English,Held awaiting correct address. We are doing our best to resolve this and will contact the sender receiver if necessary.
"Held awaiting payment of duties, taxes or charges. We've contacted the receiver about this. ",No,exception,English,"Held awaiting payment of duties, taxes or charges. We have contacted the receiver about this."
"Held, Warehouse Scan",No,transit,English,"Held, warehouse scan"
Held. Awaiting correct address. Follow-up actions underway,No,exception,English,Held. Awaiting correct address. Follow up actions underway
"Held. Awaiting payment of duties, taxes or charges by receiver",No,exception,English,"Held. Awaiting payment of duties, taxes or charges by receiver"
"Hold at location request accepted,Shipment is being redirected as requested to FedEx Facility",No,transit,English,"Hold at location request accepted, shipment is being redirected as requested to fedex facility"
"Hold at location request accepted,Shipment is being redirected as requested to FedEx Office",No,transit,English,"Hold at location request accepted, shipment is being redirected as requested to fedex office"
"Hold at UPS Access Point Requested, A delivery change for this package is in progress. / Delivery to a UPS Access Point™ location is pending.",No,transit,English,"Hold at ups access point requested, delivery change for this package is in progress. Delivery to ups access point location is pending."
"Hold at UPS Access Point Requested, As per the receiver&#39;s request, the package will be delivered to the selected UPS Access Point™.",No,transit,English,"Hold at ups access point requested, as per the receiver is request, the package will be delivered to the selected ups access point."
Import C.O.D. (ICOD) charges are due for this shipment.,No,exception,English,Import c.O.D. Icod charges are due for this shipment.
Import C.O.D. (ICOD) charges have been paid.,No,transit,English,Import c.O.D. Icod charges have been paid.
IMPORT SCAN,No,transit,English,Import scan
In distribution,No,transit,English,In distribution
In transit Package available for clearance,No,transit,English,In transit package available for clearance
In transit Paperwork available,No,transit,English,In transit paperwork available
In transit Tendered to authorized agent for final delivery,No,transit,English,In transit tendered to authorized agent for final delivery
In Transit to Next Facility,No,transit,English,In transit to next facility
"In Transit to Next Facility, Your package is moving within the USPS network and is on track to be delivered to its final destination. It is currently in transit to the next facility.",No,transit,English,"In transit to next facility, your package is moving within the usps network and is on track to be delivered to its final destination. It is currently in transit to the next facility."
"In Transit, Departure Scan",No,transit,English,"In transit, departure scan"
"In Transit, Destination Scan",No,transit,English,"In transit, destination scan"
"In Transit, Due to operating conditions, your package may be delayed.",No,exception,English,"In transit, due to operating conditions, your package may be delayed."
"In Transit, Export documentation is missing and is required for clearance. We are working to obtain this information.",No,exception,English,"In transit, export documentation is missing and is required for clearance. We are working to obtain this information."
"In Transit, Import Scan",No,transit,English,"In transit, import scan"
"In Transit, The package will be forwarded to a UPS facility in the destination city.",No,transit,English,"In transit, the package will be forwarded to ups facility in the destination city."
"In Transit, Warehouse Scan",No,transit,English,"In transit, warehouse scan"
"In transit,Package available for clearance",No,transit,English,"In transit, package available for clearance"
"In transit,Paperwork available",No,transit,English,"In transit, paperwork available"
"In transit,Tendered to authorized agent for final delivery",No,transit,English,"In transit, tendered to authorized agent for final delivery"
In transit. ,No,transit,English,In transit.
Incomplete address information may delay delivery. We are attempting to update this information.,No,exception,English,Incomplete address information may delay delivery. We are attempting to update this information.
Inspection requested by customs or UPS / Your package was released by the clearing agency.,No,transit,English,Inspection requested by customs or ups your package was released by the clearing agency.
International dispatch,No,transit,English,International dispatch
International item has left originating country and is en route to Canada,No,transit,English,International item has left originating country and is en route to canada
International reception,No,transit,English,International reception
International shipment release - Import,No,transit,English,"International shipment release, import"
Item delivered to: H HENRY LEICESTER,No,delivered,English,Item delivered to henry leicester
Item in transit,No,transit,English,Item in transit
ITEM IS IN TRANSIT,No,transit,English,Item is in transit
Item ready for pick up at a Post Office collection point against a notice of arrival or item code. Pick up from parcel point with locker code.,No,pickup,English,Item ready for pick up at post office collection point against notice of arrival or item code. Pick up from parcel point with locker code.
ITEM RECEIVED,No,transit,English,Item received
ITEM TO BE DELIVERED,No,out for delivery,English,Item to be delivered
"Label Created, Order Processed: Ready for UPS ",No,transit,English,"Label created, order processed ready for ups"
Left FedEx origin facility,No,transit,English,Left fedex origin facility
Loaded on Delivery Vehicle,No,out for delivery,English,Loaded on delivery vehicle
Missing information. Next steps underway.,No,exception,English,Missing information. Next steps underway.
"N/A,Change delivery address",No,transit,English,Change delivery address
"N/A,Change the recipient's name",No,exception,English,Change the recipient's name
"N/A,Change time window delivery",No,transit,English,Change time window delivery
"N/A,Changing +1 delivery attempt",No,transit,English,Changing delivery attempt
"N/A,Force majeure - item not delivered, Returned to sender",No,exception,English,"Force majeure, item not delivered, returned to sender"
"N/A,Unclaimed, Returned to sender",No,exception,English,"Unclaimed, returned to sender"
National reception,No,transit,English,National reception
On FedEx vehicle for delivery,No,out for delivery,English,On fedex vehicle for delivery
"On request of customer, or due to customer holiday, a new delivery date and time has been planned",No,transit,English,"On request of customer, or due to customer holiday, new delivery date and time has been planned"
Order Processed: Ready for UPS,No,transit,English,Order processed ready for ups
Origin Post is Preparing Shipment,No,transit,English,Origin post is preparing shipment
ORIGIN SCAN,No,transit,English,Origin scan
Our driver requires security access for this delivery. We are attempting to obtain the access information.,No,exception,English,Our driver requires security access for this delivery. We are attempting to obtain the access information.
Our driver requires security access for this delivery. We are attempting to obtain the access information. / Delivery will be rescheduled.,No,exception,English,Our driver requires security access for this delivery. We are attempting to obtain the access information. Delivery will be rescheduled.
Our driver requires security access for this delivery. We are attempting to obtain the access information. / The address was corrected.,No,transit,English,Our driver requires security access for this delivery. We are attempting to obtain the access information. The address was corrected.
Our driver requires security access for this delivery. We are attempting to obtain the access information. / The delivery is rescheduled.,No,exception,English,Our driver requires security access for this delivery. We are attempting to obtain the access information. The delivery is rescheduled.
Our driver requires security access for this delivery. We are attempting to obtain the access information. / The package will be returned to the sender.,No,exception,English,Our driver requires security access for this delivery. We are attempting to obtain the access information. The package will be returned to the sender.
Our driver requires security access for this delivery. We are attempting to obtain the access information. / We require a phone number for the delivery address.,No,exception,English,Our driver requires security access for this delivery. We are attempting to obtain the access information. We require phone number for the delivery address.
Our driver requires security access for this delivery. We are attempting to obtain the access information. / We'll contact the sender or receiver about this delivery.,No,exception,English,Our driver requires security access for this delivery. We are attempting to obtain the access information. We will contact the sender or receiver about this delivery.
Our driver requires security access for this delivery. We are attempting to obtain the access information. / We've attempted to contact the receiver regarding pickup arrangements.,No,exception,English,Our driver requires security access for this delivery. We are attempting to obtain the access information. We have attempted to contact the receiver regarding pickup arrangements.
Out For Delivery Today,No,out for delivery,English,Out for delivery today
Out for delivery. ,No,out for delivery,English,Out for delivery.
Package transferred to post office / The shipment is in transit for final delivery. Delivery is scheduled in approximately 1-2 days.,No,transit,English,"Package transferred to post office the shipment is in transit for final delivery. Delivery is scheduled in approximately, days."
Package was driver released,No,delivered,English,Package was driver released
Partial delivery,No,exception,English,Partial delivery
"Passed registration in Netherlands,Netherlands",No,transit,English,"Passed registration in netherlands, netherlands"
"Per the receiver's request, the package is being held for pickup. Pickup must be made within 5 business days.",No,pickup,English,"Per the receiver's request, the package is being held for pickup. Pickup must be made within business days."
Picked up,No,transit,English,Picked up
PICKUP SCAN,No,transit,English,Pickup scan
Please contact DHL,No,exception,English,Please contact dhl
Please contact UPS for additional information. / This package was abandoned by both the sender and receiver.,No,exception,English,Please contact ups for additional information. This package was abandoned by both the sender and receiver.
Power of attorney documentation is missing and is required for clearance. We're working to obtain this information.,No,exception,English,Power of attorney documentation is missing and is required for clearance. We are working to obtain this information.
Power of attorney documentation is missing and is required for clearance. We're working to obtain this information. / Your package was released by the clearing agency.,No,transit,English,Power of attorney documentation is missing and is required for clearance. We are working to obtain this information. Your package was released by the clearing agency.
Pre-arrival customs clearance process started.,No,transit,English,Pre arrival customs clearance process started.
Processed at  ZURICH - SWITZERLAND,No,transit,English,"Processed at zurich, switzerland"
Processed for clearance at  ADELAIDE - AUSTRALIA,No,transit,English,"Processed for clearance at adelaide, australia"
Processed Through Facility,No,transit,English,Processed through facility
"Ready for recipient pickup Package available for pickup at FedEx Authorized ShipCenter: POSTAL CONNECTIONS, 4231 BALBOA AVE",No,pickup,English,"Ready for recipient pickup package available for pickup at fedex authorized shipcenter postal connections, balboa ave"
Ready for recipient pickup Package available for pickup at FedEx Facility: 10410 HICKMAN MILLS DRIVE,No,pickup,English,Ready for recipient pickup package available for pickup at fedex facility hickman mills drive
Ready for recipient pickup Package available for pickup at FedEx Office: 980 HIGH RIDGE RD,No,pickup,English,Ready for recipient pickup package available for pickup at fedex office high ridge rd
"Ready for recipient pickup Package available for pickup at FedEx OnSite: ALBERTSONS, 1155 N MAIN STREET",No,pickup,English,"Ready for recipient pickup package available for pickup at fedex onsite albertsons, main street"
Ready for recipient pickup Package available for pickup at FedEx World Service Center: AV OSERVATORIO 501 LAS PALMAS,No,pickup,English,Ready for recipient pickup package available for pickup at fedex world service center av oservatorio las palmas
Ready for recipient pickup Package available for pickup at: 1 PLACE VILLE MARIE,No,pickup,English,Ready for recipient pickup package available for pickup at place ville marie
Ready for recipient pickup Package available for pickup at: TV 93 #51-98 BODEGA 1 Y 2,No,pickup,English,Ready for recipient pickup package available for pickup at tv number bodega
"Ready for recipient pickup,Package available for pickup at FedEx Authorized ShipCenter: POSTAL ANNEX, 2220 OTAY LAKES RD 502",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex authorized shipcenter postal annex, otay lakes rd"
"Ready for recipient pickup,Package available for pickup at FedEx Authorized ShipCenter: POSTAL ANNEX, 8895 TOWNE CENTRE DR 105",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex authorized shipcenter postal annex, towne centre dr"
"Ready for recipient pickup,Package available for pickup at FedEx Facility: 1-11 GALLEYWALL ROAD",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex facility, galleywall road"
"Ready for recipient pickup,Package available for pickup at FedEx Office: 1 MIFFLIN PL",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex office mifflin pl"
"Ready for recipient pickup,Package available for pickup at FedEx OnSite: DUANE READE, 1490 MADISON AVE",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex onsite duane reade, madison ave"
"Ready for recipient pickup,Package available for pickup at FedEx OnSite: JEWEL-OSCO, 2775 PFINGSTEN ROAD",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex onsite jewel osco, pfingsten road"
"Ready for recipient pickup,Package available for pickup at FedEx OnSite: RANDALLS, 8040 MESA DR",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex onsite randalls, mesa dr"
"Ready for recipient pickup,Package available for pickup at FedEx OnSite: RITE AID W/WALGREENS, 1740 MASSACHUSETTS AVE.",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex onsite rite aid walgreens, massachusetts ave."
"Ready for recipient pickup,Package available for pickup at FedEx OnSite: SAFEWAY, 12251 DARNESTOWN RD",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex onsite safeway, darnestown rd"
"Ready for recipient pickup,Package available for pickup at FedEx OnSite: WALGREENS, 10600 W PARMER LN",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex onsite walgreens, parmer ln"
"Ready for recipient pickup,Package available for pickup at FedEx World Service Center: BLVD ING B QUINTANA #133",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex world service center blvd ing quintana number"
"Ready for recipient pickup,Package available for pickup at FedEx World Service Center: MARIANO OTERO #879",No,pickup,English,"Ready for recipient pickup, package available for pickup at fedex world service center mariano otero number"
Receiver not available. UPS Access Point? service canceled. Will make 2nd delivery attempt at the receiver's address.,No,exception,English,Receiver not available. Ups access point service canceled. Will make 2nd delivery attempt at the receiver's address.
Receiver not home.  We've left them a message and we're waiting for them to get in contact with us.,No,exception,English,Receiver not home. We have left them message and we are waiting for them to get in contact with us.
Receiver on holiday. We'll deliver once they get back.,No,exception,English,Receiver on holiday. We will deliver once they get back.
Receiver requested different delivery address,No,transit,English,Receiver requested different delivery address
Receiver's address is a rural route. A street has not been assigned. UPS is attempting to establish a delivery location. / The address was corrected.,No,transit,English,Receiver's address is rural route. Street has not been assigned. Ups is attempting to establish delivery location. The address was corrected.
Receiver's address is a rural route. A street has not been assigned. UPS is attempting to establish a delivery location. / We require a phone number for the delivery address.,No,exception,English,Receiver's address is rural route. Street has not been assigned. Ups is attempting to establish delivery location. We require phone number for the delivery address.
Receiver's customs broker has been assigned. The shipment is now released to move in transit.,No,transit,English,Receiver's customs broker has been assigned. The shipment is now released to move in transit.
Recent weather has caused delivery delays. Recovery efforts are under way to deliver your package as soon as possible.,No,exception,English,Recent weather has caused delivery delays. Recovery efforts are under way to deliver your package as soon as possible.
Reception by delivery station,No,transit,English,Reception by delivery station
Recipient moved,No,exception,English,Recipient moved
Recipient refused delivery,No,exception,English,Recipient refused delivery
"Released by custom house,102901, Moskva",No,transit,English,"Released by custom house, moskva"
"Released by custom house,460981, Orenburg",No,transit,English,"Released by custom house, orenburg"
"Return to Sender, The company or receiver name is incorrect. This will delay delivery. We&#39;re attempting to update this information. / The package will be returned to the sender.",No,exception,English,"Return to sender, the company or receiver name is incorrect. This will delay delivery. We are attempting to update this information. The package will be returned to the sender."
"Return to Sender, The package was refused and will be returned to the sender.",No,exception,English,"Return to sender, the package was refused and will be returned to the sender."
"Return to Sender, The package was refused by the receiver and will be returned to the sender.",No,exception,English,"Return to sender, the package was refused by the receiver and will be returned to the sender."
"Return to Sender, The receiver refused the delivery. / The package will be returned to the sender.",No,exception,English,"Return to sender, the receiver refused the delivery. The package will be returned to the sender."
"Return to Sender, The street number is incorrect. This may delay delivery. We&#39;re attempting to update the address. / The package will be returned to the sender.",No,exception,English,"Return to sender, the street number is incorrect. This may delay delivery. We are attempting to update the address. The package will be returned to the sender."
Returned to sender as agreed,No,exception,English,Returned to sender as agreed
Returned to shipper,No,exception,English,Returned to shipper
"Returned to the sender,127474, Moskva",No,exception,English,"Returned to the sender, moskva"
Returning package to shipper Return tracking number,No,exception,English,Returning package to shipper return tracking number
"Returning package to shipper,Return tracking number",No,exception,English,"Returning package to shipper, return tracking number"
Saturday delivery has been requested. / Delivery will be rescheduled for Saturday.,No,transit,English,Saturday delivery has been requested. Delivery will be rescheduled for saturday.
Scheduled for delivery,No,transit,English,Scheduled for delivery
Scheduled for delivery as agreed,No,transit,English,Scheduled for delivery as agreed
Service disruption occurred. / The package will be returned to the sender.,No,exception,English,Service disruption occurred. The package will be returned to the sender.
Severe weather conditions have delayed delivery.,No,exception,English,Severe weather conditions have delayed delivery.
Severe weather conditions have delayed delivery. / Delivery will be rescheduled.,No,exception,English,Severe weather conditions have delayed delivery. Delivery will be rescheduled.
Severe weather conditions have delayed delivery. / End of message.,No,exception,English,Severe weather conditions have delayed delivery. End of message.
Severe weather conditions have delayed delivery. / Your delivery has been rescheduled for the next business day.,No,exception,English,Severe weather conditions have delayed delivery. Your delivery has been rescheduled for the next business day.
Severe weather conditions have delayed delivery. / Your shipment is scheduled to arrive today after the delivery commitment time.,No,exception,English,Severe weather conditions have delayed delivery. Your shipment is scheduled to arrive today after the delivery commitment time.
Severe weather has delayed the package. It will be delivered as soon as conditions permit.,No,exception,English,Severe weather has delayed the package. It will be delivered as soon as conditions permit.
Shipment arrived at connection point,No,transit,English,Shipment arrived at connection point
Shipment arrived at incorrect facility. Sent to correct destination,No,exception,English,Shipment arrived at incorrect facility. Sent to correct destination
Shipment awaiting receiver collection from drop-off point. We've contacted the receiver about this. ,No,pickup,English,Shipment awaiting receiver collection from drop off point. We have contacted the receiver about this.
Shipment being processed at TNT location.,No,transit,English,Shipment being processed at tnt location.
Shipment cancelled by sender ,No,exception,English,Shipment cancelled by sender
Shipment collected from collection address,No,transit,English,Shipment collected from collection address
